BombTheBassTuneshow2.Slave;BombTheBassTuneshow2;Demo / Music Disk;Bomb The Bass Tuneshow 2 (Trash & The Top Boys);Bomb The Bass Tuneshow 2;BombTheBassTuneshow2.info;BombTheBassTuneShow2_v1.0_Trash&TheTopBoys.lha
BombX.slave;BombX;Maze / Bomb / Adult;Bomb'X;Bomb'X;BombX.info;BombX_v1.1.lha
BombXNewLevels.slave;BombXNewLevels;Maze / Bomb / Adult;Bomb'X 1995 - The Scene's Levels;Bomb'X Scenes Levels;BombXNewLevels.info;BombXNewLevels_v1.1.lha
BomberBob.Slave;BomberBob;Action / Shooter / Vertical;Bomber Bob;Bomber Bob;BomberBob.info;BomberBob_v1.1_1628.lha
BomberBobIt.Slave;BomberBobIt;Action / Shooter / Vertical;Bomber Bob (Italian);Bomber Bob It;BomberBobIt.info;BomberBob_v1.0_It.lha
BombPacCD32AGAAminet.Slave;BombPacCD32AGAAminet;Maze / 2D;BombPac (Aminet) (PD) (CD32);BombPac - Aminet CD32;BombPacCD32AGAAminet.info;BombPacCD32_v1.0_AGA_Aminet.lha
BombPacCD32AGA.Slave;BombPacCD32AGA;Maze / 2D;BombPac (PD) (CD32);BombPac CD32;BombPacCD32AGA.info;BombPacCD32_v1.0_AGA.lha
Bombuzal.slave;Bombuzal;Maze / Bomb;Bombuzal;Bombuzal;Bombuzal.info;Bombuzal_v2.0_1738.lha
BonanzaBros.slave;BonanzaBros;Platform / Puzzle;Bonanza Bros.;Bonanza Bros.;BonanzaBros.info;BonanzaBros_v1.0_0859.lha
BoneCruncher.Slave;BoneCruncher;Maze / Digger;Bone Cruncher;Bone Cruncher;BoneCruncher.info;BoneCruncher_v1.0.lha
BoneCruncherEnhanced.Slave;BoneCruncherEnhanced;Maze / Digger;Bone Cruncher (Enhanced);Bone Cruncher (Enhanced);BoneCruncherEnhanced.info;BoneCruncherEnhanced_v1.0.lha
BookOfSongs.slave;BookOfSongs;Demo / Music Disk;Book Of Songs (Complex);Book Of Songs;BookOfSongs.info;BookOfSongs_v1.01_Complex.lha
Booly.Slave;Booly;Puzzle / 2D;Booly;Booly;Booly.info;Booly_v1.0_0438.lha
BootNTSC.Slave;BootNTSC;Simulator / Submarine;Boot, Das (NTSC);Boot, Das US;BootNTSC.info;Boot_v1.0_NTSC_1996.lha
Boppin.Slave;Boppin;Puzzle / 2D;Boppin' (Beta);Boppin' ß;Boppin.info;Boppin_v1.0.lha
BorisVallejoSlide.Slave;BorisVallejoSlide;Demo / Slideshow;Boris Vallejo Slide (Apocalypse Bay);Boris Vallejo Slide;BorisVallejoSlide.info;BorisVallejoSlide_v1.0_ApocalypseBay.lha
Borobodur.Slave;Borobodur;Action / Multi Level;Borobodur - Planet Of Doom;Borobodur Planet Of Doom;Borobodur.info;Borobodur_v1.2_1014.lha
BorrowedTime.Slave;BorrowedTime;Adventure / Point & Click;Borrowed Time;Borrowed Time;BorrowedTime.info;BorrowedTime_v1.0.lha
BosseDesMaths3emeFr.Slave;BosseDesMaths3emeFr;Educational;Bosse Des Maths 3eme, La (French);Bosse Des Maths 3eme Fr;BosseDesMaths3emeFr.info;BosseDesMaths3eme_v1.0_Fr.lha
BosseDesMaths4emeFr.Slave;BosseDesMaths4emeFr;Educational;Bosse Des Maths 4eme, La (French);Bosse Des Maths 4eme Fr;BosseDesMaths4emeFr.info;BosseDesMaths4eme_v1.0_Fr.lha
BosseDesMaths5emeFr.Slave;BosseDesMaths5emeFr;Educational;Bosse Des Maths 5eme, La (French);Bosse Des Maths 5eme Fr;BosseDesMaths5emeFr.info;BosseDesMaths5eme_v1.0_Fr.lha
BosseDesMaths6emeFr.Slave;BosseDesMaths6emeFr;Educational;Bosse Des Maths 6eme, La (French);Bosse Des Maths 6eme Fr;BosseDesMaths6emeFr.info;BosseDesMaths6eme_v1.0_Fr.lha
BostonBombClub.Slave;BostonBombClub;Puzzle / 2D;Boston Bomb Club;Boston Bomb Club;BostonBombClub.info;BostonBombClub_v1.3_1502.lha
BostonBombClubFast.slave;BostonBombClubFast;Puzzle / 2D;Boston Bomb Club (Fast Mem);Boston Bomb Club Fst;BostonBombClubFast.info;BostonBombClub_v1.3_Fast_1502.lha
Botics.slave;Botics;Bat & Ball / 3D;Botics;Botics;Botics.info;Botics_v1.1.lha
BoulderDashConstrKit.Slave;BoulderDashConstrKit;Maze / Digger;Boulder Dash Const. Kit;Boulder Dash Const.;BoulderDashConstrKit.info;BoulderDashConstructionKit_v1.0_0464.lha
BoulderDemo.Slave;BoulderDemo;Demo;Boulder Demo (Tristar);Boulder Demo;BoulderDemo.info;BoulderDemo_v1.0_Tristar.lha
BoundlessVoid.slave;BoundlessVoid;Demo;Boundless Void (Nemol);Boundless Void;BoundlessVoid.info;BoundlessVoid_v1.1_Nemol.lha
BrainBlasters.Slave;BrainBlasters;Puzzle / 2D;Brain Blasters, The;Brain Blasters, The;BrainBlasters.info;BrainBlasters_v1.2_2643.lha
BrainMan.Slave;BrainMan;Puzzle / 2D;Brain Man;Brain Man;BrainMan.info;BrainMan_v1.0.lha
Brainball.slave;Brainball;Puzzle / 2D;Brainball (Coverdisk);Brainball;Brainball.info;Brainball_v1.0.lha
BramStokersDracula.Slave;BramStokersDracula;Action / Fighter 2D;Bram Stoker's Dracula;Bram Stoker's Dracula;BramStokersDracula.info;BramStokersDracula_v1.0.lha
Brat.slave;Brat;Puzzle / Isometric;Brat;Brat;Brat.info;Brat_v2.0.lha
BrataccasNTSC.Slave;BrataccasNTSC;Adventure / Action;Brataccas (NTSC);Brataccas US;BrataccasNTSC.info;Brataccas_v1.0_NTSC_1189.lha
Breach.slave;Breach;Strategy / Battle / 2D;Breach;Breach;Breach.info;Breach_v1.1.lha
BreachNTSC.slave;BreachNTSC;Strategy / Battle / 2D;Breach (NTSC);Breach US;BreachNTSC.info;Breach_v1.1_NTSC_1487.lha
breach2.slave;Breach2;Strategy / Battle / 2D;Breach 2 (Enhanced);Breach 2 Enh;Breach2.info;Breach2_v1.1_1195.lha
BreakOutRevolutionAGA.slave;BreakOutRevolutionAGA;Bat & Ball / 2D;BreakOut Revolution (PD) (AGA);BreakOut Revolution AA;BreakOutRevolutionAGA.info;BreakOutRevolution_v1.0_AGA.lha
BreakThru.slave;Breakthru;Action / Shooter / Horizontal;Breakthru;Breakthru;BreakThru.info;BreakThru_v1.1.lha
BreathOfTheMuseAGA.Slave;BreathOfTheMuseAGA;Demo;Breath Of The Muse, The (Chryseis & Poseidon) (AGA);Breath Of The Muse AA;BreathOfTheMuseAGA.info;BreathOfTheMuse_v1.0_Chryseis&Poseidon_AGA.lha
BreathlessAGA060.Slave;BreathlessAGA060;Action / FPS;Breathless ('060) (AGA);Breathless - 060 AA;BreathlessAGA060.info;Breathless_v1.1_AGA_68060_0178.lha
BreathlessAGA.Slave;BreathlessAGA;Action / FPS;Breathless (AGA);Breathless AA;BreathlessAGA.info;Breathless_v1.1_AGA_0178.lha
BreathlessDemoAGA.Slave;BreathlessDemoAGA;Action / FPS;Breathless (Game Demo) (AGA);Breathless DemoAA;BreathlessDemoAGA.info;BreathlessDemo_v1.1_AGA.lha
BreathtakerAGA.Slave;BreathtakerAGA;Demo;Breathtaker (Fairlight Virtual Dreams) (AGA);Breathtaker AA;BreathtakerAGA.info;Breathtaker_v1.0_Fairlight&VirtualDreams_AGA.lha
BrianLarasCricket.Slave;BrianLarasCricket;Sport / Cricket;Brian Lara's Cricket;Brian Lara's Cricket;BrianLarasCricket.info;BrianLarasCricket_v1.0_1225.lha
BrianLarasCricket96.Slave;BrianLarasCricket96;Sport / Cricket;Brian Lara's Cricket '96;Brian Lara's Cricket '96;BrianLarasCricket96.info;BrianLarasCricket96_v1.0.lha
BrianTheLion.Slave;BrianTheLion;Platform / Action;Brian The Lion;Brian The Lion;BrianTheLion.info;BrianTheLion_v2.0_0240.lha
BrianTheLionAGA.Slave;BrianTheLionAGA;Platform / Action;Brian The Lion (AGA);Brian The Lion AA;BrianTheLionAGA.info;BrianTheLion_v2.0_AGA_0843.lha
BridesOfDracula.slave;BridesOfDracula;Adventure / Action;Brides of Dracula;Brides of Dracula;BridesOfDracula.info;BridesOfDracula_v1.2_0303.lha
BrunosMusicBox2.Slave;BrunosMusicBox2;Demo / Music Disk;Bruno's Music Box 2 (Gate);Bruno's Music Box 2;BrunosMusicBox2.info;BrunosMusicBox2_v1.0_Gate.lha
BrunosMusicBox3.Slave;BrunosMusicBox3;Demo / Music Disk;Bruno's Music Box 3 (Anarchy);Bruno's Music Box 3;BrunosMusicBox3.info;BrunosMusicBox3_v1.0_Anarchy.lha
BrutalPawsOfFury.slave;BrutalPawsOfFury;Beat 'Em Up;Brutal Paws of Fury;Brutal Paws of Fury;BrutalPawsOfFury.info;BrutalPawsOfFury_v1.0_0181.lha
BrutalPawsOfFuryCD32.slave;BrutalPawsOfFuryCD32;Beat 'Em Up;Brutal Paws of Fury (CD32);Brutal Paws of Fury CD32;BrutalPawsOfFuryCD32.info;BrutalPawsOfFury_v1.0_CD32.lha
BrutalFootball.slave;BrutalFootball;Sport / American Football;Brutal Sports Series - Football;Brutal Sports Football;BrutalFootball.info;BrutalFootball_v1.21_0209.lha
BrutalFootballAGA.slave;BrutalFootballAGA;Sport / American Football;Brutal Sports Series - Football (AGA);Brutal Sports F'Ball AA;BrutalFootballAGA.info;BrutalFootball_v1.21_AGA_1837.lha
BrutalFootballCD32.Slave;BrutalFootballCD32;Sport / American Football;Brutal Sports Series - Football (CD32);Brutal Sport F'Ball CD32;BrutalFootballCD32.info;BrutalFootball_v1.21_CD32.lha
BubbaNStix.slave;BubbaNStix;Platform / Puzzle;Bubba 'n' Stix;Bubba 'n' Stix;BubbaNStix.info;BubbaNStix_v3.1_1323.lha
BubbaNStixCD32.slave;BubbaNStixCD32;Platform / Puzzle;Bubba 'n' Stix (CD32);Bubba 'n' Stix CD32;BubbaNStixCD32.info;BubbaNStix_v3.1_CD32.lha
BubbleAndSqueak.slave;BubbleAndSqueak;Platform / Action;Bubble And Squeak;Bubble And Squeak;BubbleAndSqueak.info;BubbleAndSqueak_v2.2_2398.lha
BubbleAndSqueakAGA.slave;BubbleAndSqueakAGA;Platform / Action;Bubble And Squeak (AGA);Bubble And Squeak AA;BubbleAndSqueakAGA.info;BubbleAndSqueak_v2.1-B_AGA_0210.lha
BubbleAndSqueakCD32.slave;BubbleAndSqueakCD32;Platform / Action;Bubble And Squeak (CD32);Bubble And Squeak CD32;BubbleAndSqueakCD32.info;BubbleAndSqueak_v2.1-B_CD32.lha
BubbleBobble.slave;BubbleBobble;Platform / Action;Bubble Bobble;Bubble Bobble;BubbleBobble.info;BubbleBobble_v1.3_2518.lha
BubbleBobbleNTSC.slave;BubbleBobbleNTSC;Platform / Action;Bubble Bobble (NTSC);Bubble Bobble US;BubbleBobbleNTSC.info;BubbleBobble_v1.3_NTSC_1342.lha
BubbleDizzy.slave;BubbleDizzy;Platform / Puzzle;Bubble Dizzy;Bubble Dizzy;BubbleDizzy.info;BubbleDizzy_v1.2_1644.lha
BubbleGhost.Slave;BubbleGhost;Reaction / 2D;Bubble Ghost;Bubble Ghost;BubbleGhost.info;BubbleGhost_v1.0_0932.lha
BubbleGun.Slave;BubbleGun;Platform / Action;Bubble Gun;Bubble Gun;BubbleGun.info;BubbleGun_v1.0.lha
Bubble+.Slave;Bubble+;Platform / Action;Bubble+;Bubble Plus;Bubble+.info;Bubble+_v1.0.lha
BubonicPlague.Slave;BubonicPlague;Demo / Intro;Bubonic Plague (Bloodsuckers);Bubonic Plague;BubonicPlague.info;BubonicPlague_v1.0_Bloodsuckers.lha
BuckRogersDe.slave;BuckRogersDe;RPG / Dungeon Crawler;Buck Rogers XXVc - Countdown to Doomsday (German);Buck Rogers XXVc De;BuckRogersDe.info;BuckRogers_v1.3_De_0445.lha
BuckRogersNTSC.slave;BuckRogersNTSC;RPG / Dungeon Crawler;Buck Rogers XXVc - Countdown to Doomsday (NTSC);Buck Rogers XXVc US;BuckRogersNTSC.info;BuckRogers_v1.3_NTSC_1994.lha
Budokan.Slave;Budokan;Beat 'Em Up / Weapon;Budokan - The Martial Spirit;Budokan;Budokan.info;Budokan_v1.2_1215.lha
BuffaloBillsWildWestShow.Slave;BuffaloBillsWildWestShow;Action / Wild West;Buffalo Bill's Wild West Show;Buffalo Bill WildWestShow;BuffaloBillsWildWestShow.info;BuffaloBillsWildWestShow_v1.3.lha
BugBash.Slave;BugBash;Action / Shooter / Horizontal;Bug Bash;Bug Bash;BugBash.info;BugBash_v1.1.lha
BugBomber.slave;BugBomber;Maze / Bomb;Bug Bomber;Bug Bomber;BugBomber.info;BugBomber_v1.1_1579.lha
BuggyBoy.Slave;BuggyBoy;Racing / Car / Chase View;Buggy Boy;Buggy Boy;BuggyBoy.info;BuggyBoy_v1.3_0465.lha
Builderland.Slave;Builderland;Puzzle / 2D;Builderland - The Story Of Melba;BuilderLand;Builderland.info;Builderland_v1.1_1923.lha
BumpNBurn.Slave;BumpNBurn;Racing / Car / Chase View;Bump 'N Burn;Bump 'N Burn;BumpNBurn.info;BumpNBurn_v1.2_2920.lha
BumpNBurnCD32.Slave;BumpNBurnCD32;Racing / Car / Chase View;Bump 'N Burn (CD32);Bump 'N Burn CD32;BumpNBurnCD32.info;BumpNBurn_v1.2_CD32.lha
BumpysArcadeFantasy.Slave;BumpysArcadeFantasy;Platform / Action;Bumpy's Arcade Fantasy;Bumpy's Arcade Fantasy;BumpysArcadeFantasy.info;BumpysArcadeFantasy_v1.0_1604.lha
BundesligaMngrHattAGADe.slave;BundesligaMngrHattAGADe;Management / Sport;Bundesliga Manager Hattrick (AGA) (German);Bundesliga Man Htrk AADe;BundesligaMngrHattAGADe.info;BundesligaManagerHattrick_v1.0_AGA_De.lha
BundesligaManagerProDe.Slave;BundesligaManagerProDe;Management / Sport;Bundesliga Manager Professional (German);Bundesliga Man. Pro. De;BundesligaManagerProDe.info;BundesligaManagerProfessional_v1.02_De.lha
BunnyBricks.Slave;BunnyBricks;Bat & Ball / 2D;Bunny Bricks;Bunny Bricks;BunnyBricks.info;BunnyBricks_v1.2_0211.lha
BunnyBricksFast.Slave;BunnyBricksFast;Bat & Ball / 2D;Bunny Bricks (Fast Mem);Bunny Bricks Fst;BunnyBricksFast.info;BunnyBricks_v1.2_Fast_0211.lha
BurgerMan.Slave;BurgerMan;Platform / Action;Burger Man;Burger Man;BurgerMan.info;BurgerMan_v1.0.lha
BurgerTime68020.slave;BurgerTime68020;Platform / Action;Burger Time (68020) (Beta);Burger Time (020) ß;BurgerTime68020.info;BurgerTime_v1.0_68020.lha
BurgerTime.slave;BurgerTime;Platform / Action;Burger Time (Beta);Burger Time ß;BurgerTime.info;BurgerTime_v1.0.lha
BurningRubber.slave;BurningRubber;Racing / Car / Chase View;Burning Rubber;Burning Rubber;BurningRubber.info;BurningRubber_v1.5a.lha
BurningRubberEnhanced.slave;BurningRubberEnhanced;Racing / Car / Chase View;Burning Rubber (Enhanced);Burning Rubber - Enhanced;BurningRubberEnhanced.info;BurningRubber_v1.5a_Enhanced_2181.lha
BurningSpear.Slave;BurningSpear;Demo;Burning Spear (Dark Demon);Burning Spear;BurningSpear.info;BurningSpear_v1.0_DarkDemon.lha
BurnoutAGA.slave;BurnoutAGA;Action / Duel / Versus;Burnout (AGA);Burnout AA;BurnoutAGA.info;Burnout_v1.0_AGA.lha
Burntime.Slave;Burntime;RPG / Open World;Burntime;Burntime;Burntime.info;Burntime_v1.2_2266.lha
BurntimeAGA.Slave;BurntimeAGA;RPG / Open World;Burntime (AGA);Burntime AA;BurntimeAGA.info;Burntime_v1.2_AGA_2213.lha
BurntimeAGADe.Slave;BurntimeAGADe;RPG / Open World;Burntime (AGA) (German);Burntime AADe;BurntimeAGADe.info;Burntime_v1.2_AGA_De_2348.lha
BurntimeDe.Slave;BurntimeDe;RPG / Open World;Burntime (German);Burntime De;BurntimeDe.info;Burntime_v1.2_De_0446.lha
ButcherHill.slave;ButcherHill;Adventure / 3D;Butcher Hill;Butcher Hill;ButcherHill.info;ButcherHill_v1.0.1.lha
C64Demos.Slave;C64Demos;Demo;C64 Demos (Maiden Demo) (Quadlite);C64 Demos;C64Demos.info;C64Demos_v1.0_Quadlite.lha
Cabal.Slave;Cabal;Action / Shooter / Crosshair;Cabal;Cabal;Cabal.info;Cabal_v1.3_0638.lha
CabaretAsteroids.slave;CabaretAsteroids;Action / Shooter / 2D;Cabaret Asteroids (PD);Cabaret Asteroids;CabaretAsteroids.info;CabaretAsteroids_v1.1.lha
CabaretAsteroidsRepacked.slave;CabaretAsteroidsRepacked;Action / Shooter / 2D;Cabaret Asteroids (Repack) (PD);Cab. Asteroids Rpk;CabaretAsteroidsRepacked.info;CabaretAsteroids_v1.1_Repacked.lha
Cadaver&ThePayoff.slave;Cadaver&ThePayoff;Adventure / Isometric;Cadaver & The Payoff;Cadaver & The Payoff;Cadaver&ThePayoff.info;Cadaver&ThePayoff_v3.2_0900.lha
CadaverDemos.slave;CadaverDemos;Adventure / Isometric;Cadaver - The Last Supper (Coverdisk);Cadaver Last Supper;CadaverDemos.info;CadaverDemos_v1.2.lha
Caesar.Slave;Caesar;Management / Historical;Caesar;Caesar;Caesar.info;Caesar_v1.0_3085.lha
CalepharFiles.Slave;CalepharFiles;Action / Shooter / Vertical;Calephar (Files) (Coverdisk);Calephar Files;CalepharFiles.info;Calephar_v1.1_Files_2661.lzx
CalepharImage.Slave;CalepharImage;Action / Shooter / Vertical;Calephar (Image) (Coverdisk);Calephar Image;CalepharImage.info;Calephar_v1.1_Image_2661.lha
CaliforniaGames.Slave;CaliforniaGames;Sport / Extreme;California Games;California Games;CaliforniaGames.info;CaliforniaGames_v1.1_1445.lha
CaliforniaGames2.slave;CaliforniaGames2;Sport / Extreme;California Games 2;California Games 2;CaliforniaGames2.info;CaliforniaGames2_v1.2_1567.lha
CallItWotYaWant.Slave;CallItWotYaWant;Demo / Music Disk;Call It Wot Ya Want (Magic);Call It Wot Ya Want;CallItWotYaWant.info;CallItWotYaWant_v1.0_Magic.lha
Campaign.slave;Campaign;Strategy / Battle / 3D;Campaign;Campaign;Campaign.info;Campaign_v1.2.lha
Campaign&DataDisk.slave;Campaign&DataDisk;Strategy / Battle / 3D;Campaign & Data Disk;Campaign & Data Disk;Campaign&DataDisk.info;Campaign&DataDisk_v1.2.lha
Campaign2.slave;Campaign2;Strategy / Battle / 3D;Campaign 2;Campaign 2;Campaign2.info;Campaign2_v1.2.lha
CanIPlayWithMadness.Slave;CanIPlayWithMadness;Demo;Can I Play With Madness (Defcon1);Can I Play With Madness;CanIPlayWithMadness.info;CanIPlayWithMadness_v1.0_Defcon1.lha
CandyPuzzleCD32.slave;CandyPuzzleCD32;Puzzle / 2D;Candy Puzzle (CD32);Candy Puzzle CD32;CandyPuzzleCD32.info;CandyPuzzle_v1.0_CD32.lha
CannonFodder.Slave;CannonFodder;Action / Shooter / Multi Way;Cannon Fodder;Cannon Fodder;CannonFodder.info;CannonFodder_v2.0_0860.lha
CannonFodderCD32.Slave;CannonFodderCD32;Action / Shooter / Multi Way;Cannon Fodder (CD32);Cannon Fodder CD32;CannonFodderCD32.info;CannonFodder_v1.2_CD32.lha
CannonFodderFr.Slave;CannonFodderFr;Action / Shooter / Multi Way;Cannon Fodder (French);Cannon Fodder Fr;CannonFodderFr.info;CannonFodder_v2.0_Fr_2332.lha
CannonFodderDe.Slave;CannonFodderDe;Action / Shooter / Multi Way;Cannon Fodder (German);Cannon Fodder De;CannonFodderDe.info;CannonFodder_v2.0_De.lha
CannonFodderIt.Slave;CannonFodderIt;Action / Shooter / Multi Way;Cannon Fodder (Italian);Cannon Fodder It;CannonFodderIt.info;CannonFodder_v2.0_It.lha
CannonFodderNewCampaign.slave;CannonFodderNewCampaign;Action / Shooter / Multi Way;Cannon Fodder (New Campaign);Cannon Fodder - New Camp;CannonFodderNewCampaign.info;CannonFodderNewCampaign_v2.0.lha
CannonFodder2.Slave;CannonFodder2;Action / Shooter / Multi Way;Cannon Fodder 2;Cannon Fodder 2;CannonFodder2.info;CannonFodder2_v1.12_0104.lha
CannonFodder2AlienLevels.Slave;CannonFodder2AlienLevels;Action / Shooter / Multi Way;Cannon Fodder 2 (Alien Levels) (Coverdisk);Cannon Fodder 2 Alien;CannonFodder2AlienLevels.info;CannonFodder2AlienLevels_v1.0.lha
CannonFodder2Fr.Slave;CannonFodder2Fr;Action / Shooter / Multi Way;Cannon Fodder 2 (French);Cannon Fodder 2 Fr;CannonFodder2Fr.info;CannonFodder2_v1.12_Fr_2578.lha
CannonFodder2De.Slave;CannonFodder2De;Action / Shooter / Multi Way;Cannon Fodder 2 (German);Cannon Fodder 2 De;CannonFodder2De.info;CannonFodder2_v1.12_De_0241.lha
NotVeryFestiveFodder.Slave;NotVeryFestiveFodder;Action / Shooter / Multi Way;Cannon Fodder 2 (Not Very Festive) (Coverdisk);Not Festive Fodder;NotVeryFestiveFodder.info;NotVeryFestiveFodder_v1.0.lha
CannonFodderPlus.Slave;CannonFodderPlus;Action / Shooter / Multi Way;Cannon Fodder Plus (Coverdisk);Cannon Fodder Plus;CannonFodderPlus.info;CannonFodderPlus_v1.0_0060.lha
CannonSoccer.Slave;CannonSoccer;Action / Shooter / Multi Way;Cannon Soccer (Coverdisk);Cannon Soccer;CannonSoccer.info;CannonSoccer_v1.0_0165.lha
CapNCarnage.slave;CapNCarnage;Action / Shooter / Horizontal;Cap'n Carnage;Cap'n Carnage;CapNCarnage.info;CapNCarnage_v1.0_2227.lha
CapitalPunishmentAGA.Slave;CapitalPunishmentAGA;Beat 'Em Up;Capital Punishment (AGA);Capital Punishment AA;CapitalPunishmentAGA.info;CapitalPunishment_v1.2_AGA_1758.lha
CapitalPunishmentAGACD.Slave;CapitalPunishmentAGACD;Beat 'Em Up;Capital Punishment (CD-ROM) (AGA);Capital Punishment CD AA;CapitalPunishmentAGACD.info;CapitalPunishment_v1.2_AGA_CD.lha
Capone.Slave;Capone;Action / Shooter / Crosshair;Capone;Capone;Capone.info;Capone_v1.2.lha
CapricornOne.Slave;CapricornOne;Demo;Capricorn One (Cydonia);Capricorn One;CapricornOne.info;CapricornOne_v1.0_Cydonia.lha
CaptainBlood.Slave;CaptainBlood;Adventure / Action;Captain Blood;Captain Blood;CaptainBlood.info;CaptainBlood_v1.2_0443.lha
CaptainBloodNTSC.Slave;CaptainBloodNTSC;Adventure / Action;Captain Blood (NTSC);Captain Blood US;CaptainBloodNTSC.info;CaptainBlood_v1.2_NTSC_0466.lha
Dynamo.slave;Dynamo;Platform / Action;Captain Dynamo;Captain Dynamo;Dynamo.info;Dynamo_v1.3_0995.lha
CaptainFizz.slave;CaptainFizz;Action / Duel / Versus;Captain Fizz Meets The Blaster-Trons;Captain Fizz Meet B-Trons;CaptainFizz.info;CaptainFizz_v1.1_1777.lha
CaptainPlanet.Slave;CaptainPlanet;Platform / Action;Captain Planet & The Planeteers;Captain Planet;CaptainPlanet.info;CaptainPlanet_v2.0a.lha
CaptainPlanetA600Pack.Slave;CaptainPlanetA600Pack;Platform / Action;Captain Planet & The Planeteers (A600 Pack);Captain Planet - A600 Pck;CaptainPlanetA600Pack.info;CaptainPlanet_v2.0a_A600Pack_1448.lha
Captive.slave;Captive;RPG / Dungeon Crawler;Captive;Captive;Captive.info;Captive_v2.0_2164.lha
CapturedDreamsAGA.slave;CapturedDreamsAGA;Demo;Captured Dreams (Black Lotus) (AGA);Captured Dreams AA;CapturedDreamsAGA.info;CapturedDreams_v1.1_BlackLotus_AGA.lha
CapturedDreamsAGADec.slave;CapturedDreamsAGADec;Demo;Captured Dreams Decrunched (Black Lotus) (AGA);Captured Dreams Dec AA;CapturedDreamsAGADec.info;CapturedDreams_v1.1_BlackLotus_AGA_Decrunched.lha
Carcharodon.slave;Carcharodon;Action / Shooter / Horizontal;Carcharodon - White Sharks;Carcharodon White Sharks;Carcharodon.info;Carcharodon_v1.1a_2389.lha
CardiaxxElectronicZoo.Slave;CardiaxxElectronicZoo;Action / Shooter / Horizontal;Cardiaxx (Electronic Zoo);Cardiaxx - Electronic Zoo;CardiaxxElectronicZoo.info;Cardiaxx_v2.1_ElectronicZoo_1601.lha
CardiaxxTeam17.Slave;CardiaxxTeam17;Action / Shooter / Horizontal;Cardiaxx (Team 17);Cardiaxx - Team 17;CardiaxxTeam17.info;Cardiaxx_v2.1_Team17_2362.lha
cardinalofthekremlin.slave;CardinalOfTheKremlin;Strategy / Action;Cardinal of the Kremlin, The;Cardinal of the Kremlin;CardinalOfTheKremlin.info;CardinalOfTheKremlin_v1.01.lha
CarlLewisChallenge.slave;CarlLewisChallenge;Sport / Athletics;Carl Lewis Challenge, The;Carl Lewis Challenge;CarlLewisChallenge.info;CarlLewisChallenge_v1.1_0639.lha
CarlLewisChallengeNTSC.slave;CarlLewisChallengeNTSC;Sport / Athletics;Carl Lewis Challenge, The (NTSC);Carl Lewis Challenge US;CarlLewisChallengeNTSC.info;CarlLewisChallenge_v1.1_NTSC.lha
Carlos.Slave;Carlos;Platform / Action;Carlos;Carlos;Carlos.info;Carlos_v1.2_2229.lha
Carnage.slave;Carnage;Racing / Car / Top Down;Carnage;Carnage;Carnage.info;Carnage_v2.0.lha
CarrierCommand.Slave;CarrierCommand;Strategy / Battle / 3D;Carrier Command;Carrier Command;CarrierCommand.info;CarrierCommand_v1.5_0813.lha
Carthage.Slave;Carthage;Strategy / Battle / 2D;Carthage;Carthage;Carthage.info;Carthage_v1.2_2328.lha
CarthageNTSC.Slave;CarthageNTSC;Strategy / Battle / 2D;Carthage (NTSC);Carthage US;CarthageNTSC.info;Carthage_v1.2_NTSC_2329.lha
CartonRougeLEAGAFr.slave;CartonRougeLEAGAFr;Management / Sport;Carton Rouge - League Edition (AGA) (French);Carton Rouge LE AAFr;CartonRougeLEAGAFr.info;CartonRougeLeagueEdition_v2.0_AGA_Fr.lha
CartonRougeLEFr.slave;CartonRougeLEFr;Management / Sport;Carton Rouge - League Edition (French);Carton Rouge LE Fr;CartonRougeLEFr.info;CartonRougeLeagueEdition_v2.0_Fr.lha
Cartoons.slave;Cartoons;Platform / Puzzle;Cartoons, The;Cartoons, The;Cartoons.info;Cartoons_v1.2.lha
Carver.Slave;Carver;Action / Fighter 2D;Carver;Carver;Carver.info;Carver_v1.0.lha
CarVup.Slave;CarVup;Platform / Vehicle;CarVup;CarVup;CarVup.info;CarVup_v1.3_1232.lha
CastleKingdoms.Slave;CastleKingdoms;Action / Shooter / Isometric;Castle Kingdoms;Castle Kingdoms;CastleKingdoms.info;CastleKingdoms_v1.1.lha
CastleMaster.Slave;CastleMaster;Adventure / 3D;Castle Master;Castle Master;CastleMaster.info;CastleMaster_v2.0_0447.lha
CastleMaster&TheCrypt.slave;CastleMaster&TheCrypt;Adventure / 3D;Castle Master & The Crypt;Castle Master&The Crypt;CastleMaster&TheCrypt.info;CastleMaster&TheCrypt_v2.0_0612.lha
CastleMaster2.Slave;CastleMaster2;Adventure / 3D;Castle Master 2 - The Crypt;Castle Master 2;CastleMaster2.info;CastleMaster2_v2.0b_0612.lha
CastleOfDrBrainDe.Slave;CastleOfDrBrainDe;Adventure / Puzzle;Castle Of Dr Brain (German);Castle Of Dr Brain De;CastleOfDrBrainDe.info;CastleOfDrBrain_v1.1_De_0304.lha
CastleOfDrBrainDeMT32.Slave;CastleOfDrBrainDeMT32;Adventure / Puzzle;Castle Of Dr Brain (MT32) (German);Castle Of Dr Brain MTDe;CastleOfDrBrainDeMT32.info;CastleOfDrBrain_v1.1_De_MT32_0304.lha
